 Pixel        State             lon          lat     Crop    Fraction
8648        Mecuburi           38.69484  -14.94218  Maize    0.93884497
8649        Mecuburi           38.70413  -14.94220  Maize    0.00028550
8650        Mecuburi           38.72273  -14.94222  Maize    0.93864046
8651        Mecuburi           38.57393  -14.95103  Maize    0.01240304
8652        Mecuburi           38.58323  -14.95105  Maize    0.15217960
8653        Mecuburi           38.59253  -14.95106  Maize    0.01274719
8654        Mecuburi           38.62973  -14.95113  Maize    0.56117290
8655        Mecuburi           38.67622  -14.95120  Maize    0.73732842
8656        Mecuburi           38.68552  -14.95121  Maize    0.95241894
8657        Mecuburi           38.56461  -14.96005  Maize    0.00396431
8658        Mecuburi           39.27015  -13.92053  Maize    0.00031622
8659        Mecuburi           39.26091  -13.93862  Maize    0.01065970
8660        Mecuburi           39.22390  -13.95674  Maize    0.00918995
8661        Mecuburi           39.23316  -13.95673  Maize    0.01212455
8662        Mecuburi           39.16836  -13.96583  Maize    0.30052730
8663        Mecuburi           39.20539  -13.96580  Maize    0.15873247
8664        Mecuburi           39.16837  -13.98391  Maize    0.38407786
8665        Mecuburi           39.18689  -13.98390  Maize    0.21131499
8666        Mecuburi           39.23318  -13.98386  Maize    0.30422543
8667        Mecuburi           39.26096  -13.98383  Maize    0.87958057
8668        Mecuburi           39.09430  -13.99300  Maize    0.13099203
8669        Mecuburi           39.14060  -13.99297  Maize    0.10031482
8670        Mecuburi           39.15912  -14.00200  Maize    0.68950401
8671        Mecuburi           39.10357  -14.01108  Maize    0.07906516
8672        Mecuburi           39.21469  -14.01100  Maize    0.00200912
8673        Mecuburi           39.26099  -14.01096  Maize    0.86360546
8674        Mecuburi           39.07579  -14.02013  Maize    0.59271322
8675        Mecuburi           39.09431  -14.02012  Maize    0.20720637
8676        Mecuburi           39.24248  -14.02002  Maize    0.94412335
8677        Mecuburi           39.06653  -14.02917  Maize    0.58842575
8678        Mecuburi           39.10357  -14.02916  Maize    0.01042212
8679        Mecuburi           39.13136  -14.02915  Maize    0.00798887
8680        Mecuburi           39.20545  -14.02910  Maize    0.06587923
8681        Mecuburi           39.23323  -14.02907  Maize    0.05754298
8682        Mecuburi           39.25175  -14.02905  Maize    0.29644509
8683        Mecuburi           39.06653  -14.03822  Maize    0.00000010
8684        Mecuburi           39.24250  -14.03810  Maize    0.43717261
8685        Mecuburi           39.16841  -14.04721  Maize    0.68516532
8686        Mecuburi           38.94613  -14.05630  Maize    0.03100827
8687        Mecuburi           39.02022  -14.05631  Maize    0.00914130
8688        Mecuburi           39.14063  -14.05627  Maize    0.29084511
8689        Mecuburi           38.93686  -14.06534  Maize    0.44597084
8690        Mecuburi           38.99244  -14.06535  Maize    0.00001103
8691        Mecuburi           39.15917  -14.06530  Maize    0.00023503
8692        Mecuburi           39.18695  -14.06528  Maize    0.74108349
8693        Mecuburi           39.20548  -14.06526  Maize    0.00099758
8694        Mecuburi           39.24253  -14.06523  Maize    0.79815701
8695        Mecuburi           39.27958  -14.06519  Maize    0.67375390
8696        Mecuburi           38.93686  -14.07438  Maize    0.11598688
8697        Mecuburi           39.15917  -14.07434  Maize    0.15513136
8698        Mecuburi           39.18696  -14.07432  Maize    0.62021926
8699        Mecuburi           39.04802  -14.08343  Maize    0.00000000
8700        Mecuburi           39.09433  -14.08342  Maize    0.03005166
8701        Mecuburi           39.13139  -14.08340  Maize    0.16401443
8702        Mecuburi           39.17770  -14.08337  Maize    0.00493447
8703        Mecuburi           39.26107  -14.08329  Maize    0.00022701
8704        Mecuburi           39.11287  -14.09245  Maize    0.03216367
8705        Mecuburi           39.22403  -14.09237  Maize    0.02358555
8706        Mecuburi           39.24256  -14.09235  Maize    0.93103236
8707        Mecuburi           38.98317  -14.10152  Maize    0.34884874
8708        Mecuburi           39.27036  -14.10137  Maize    0.36998146
8709        Mecuburi           39.28889  -14.10134  Maize    0.01136018
8710        Mecuburi           39.29815  -14.10133  Maize    0.00209088
8711        Mecuburi           38.90906  -14.11054  Maize    0.30746804
8712        Mecuburi           38.98317  -14.11056  Maize    0.38357406
8713        Mecuburi           39.02023  -14.11056  Maize    0.11135538
8714        Mecuburi           39.09435  -14.11054  Maize    0.35000738
8715        Mecuburi           39.15920  -14.11051  Maize    0.90227273
8716        Mecuburi           39.30743  -14.11036  Maize    0.02231855
8717        Mecuburi           39.08508  -14.11959  Maize    0.08677709
8718        Mecuburi           38.78860  -14.12855  Maize    0.01699849
8719        Mecuburi           39.24260  -14.12852  Maize    0.22545438
8720        Mecuburi           39.29819  -14.12846  Maize    0.25561463
8721        Mecuburi           38.79786  -14.13760  Maize    0.04128341
8722        Mecuburi           39.14068  -14.13764  Maize    0.47186640
8723        Mecuburi           39.22407  -14.13758  Maize    0.30565031
8724        Mecuburi           38.95537  -14.14672  Maize    0.76088786
8725        Mecuburi           39.19629  -14.14665  Maize    0.04092055
8726        Mecuburi           39.25188  -14.14660  Maize    0.35157234
8727        Mecuburi           39.16849  -14.15571  Maize    0.00337248
8728        Mecuburi           39.18703  -14.15570  Maize    0.01248778
8729        Mecuburi           39.19629  -14.15569  Maize    0.00030178
8730        Mecuburi           39.27969  -14.15561  Maize    0.73311113
8731        Mecuburi           38.77003  -14.16470  Maize    0.12796387
8732        Mecuburi           39.06657  -14.16480  Maize    0.74278952
8733        Mecuburi           39.15923  -14.16476  Maize    0.19346198
8734        Mecuburi           39.16850  -14.16475  Maize    0.03093671
8735        Mecuburi           39.19630  -14.16473  Maize    0.32464620
8736        Mecuburi           39.21483  -14.16472  Maize    0.00051622
8737        Mecuburi           39.30750  -14.16461  Maize    0.00094862
8738        Mecuburi           39.14997  -14.17381  Maize    0.05237205
8739        Mecuburi           39.15924  -14.17380  Maize    0.16297291
8740        Mecuburi           39.16851  -14.17379  Maize    0.12826889
8741        Mecuburi           39.19631  -14.17377  Maize    0.00379824
8742        Mecuburi           39.20558  -14.17377  Maize    0.79357578
8743        Mecuburi           39.21484  -14.17376  Maize    0.41526670
8744        Mecuburi           39.29825  -14.17367  Maize    0.00000540
8745        Mecuburi           38.81635  -14.18282  Maize    0.01705661
8746        Mecuburi           39.14998  -14.18285  Maize    0.00000005
8747        Mecuburi           39.29826  -14.18271  Maize    0.00001175
8748        Mecuburi           39.29827  -14.19175  Maize    0.00004559
8749        Mecuburi           38.72366  -14.20082  Maize    0.39191278
8750        Mecuburi           39.16853  -14.20092  Maize    0.94971019
8751        Mecuburi           39.11292  -14.20999  Maize    0.01962864
8752        Mecuburi           39.15927  -14.20997  Maize    0.24064038
8753        Mecuburi           39.27976  -14.20986  Maize    0.73002567
8754        Mecuburi           39.09439  -14.21904  Maize    0.02958508
8755        Mecuburi           39.10366  -14.21904  Maize    0.04281432
8756        Mecuburi           39.21489  -14.21897  Maize    0.03057003
8757        Mecuburi           39.29830  -14.21888  Maize    0.08758934
8758        Mecuburi           38.77924  -14.22800  Maize    0.72005317
8759        Mecuburi           38.78851  -14.22801  Maize    0.21995113
8760        Mecuburi           38.79778  -14.22802  Maize    0.68020797
8761        Mecuburi           39.10366  -14.22808  Maize    0.32506224
8762        Mecuburi           39.12220  -14.22807  Maize    0.34703592
8763        Mecuburi           39.13147  -14.22807  Maize    0.79769221
8764        Mecuburi           38.64946  -14.23689  Maize    0.05123000
8765        Mecuburi           38.65873  -14.23690  Maize    0.28541403
8766        Mecuburi           38.98316  -14.23715  Maize    0.38227355
8767        Mecuburi           38.99243  -14.23715  Maize    0.14798613
8768        Mecuburi           39.11294  -14.23712  Maize    0.58080947
8769        Mecuburi           39.12221  -14.23711  Maize    0.22382687
8770        Mecuburi           39.14075  -14.23710  Maize    0.15073467
8771        Mecuburi           39.15002  -14.23710  Maize    0.05920490
8772        Mecuburi           39.21490  -14.23705  Maize    0.49811653
8773        Mecuburi           39.27052  -14.23699  Maize    0.00003361
8774        Mecuburi           38.74214  -14.24605  Maize    0.40639174
8775        Mecuburi           38.80703  -14.24611  Maize    0.72150413
8776        Mecuburi           38.96462  -14.24619  Maize    0.75421432
8777        Mecuburi           39.02951  -14.24619  Maize    0.10487161
8778        Mecuburi           39.12221  -14.24616  Maize    0.02339834
8779        Mecuburi           39.15002  -14.24614  Maize    0.00166828
8780        Mecuburi           39.20564  -14.24610  Maize    0.01264399
8781        Mecuburi           38.73286  -14.25508  Maize    0.81548885
8782        Mecuburi           38.76067  -14.25511  Maize    0.75262864
8783        Mecuburi           38.94608  -14.25522  Maize    0.34323327
8784        Mecuburi           39.10368  -14.25521  Maize    0.25922924
8785        Mecuburi           39.13149  -14.25519  Maize    0.66972812
8786        Mecuburi           39.15930  -14.25518  Maize    0.33572234
8787        Mecuburi           39.33543  -14.25499  Maize    0.26576949
8788        Mecuburi           38.73285  -14.26412  Maize    0.48731003
8789        Mecuburi           38.93681  -14.26426  Maize    0.43182325
8790        Mecuburi           38.96462  -14.26427  Maize    0.00715615
8791        Mecuburi           39.02024  -14.26427  Maize    0.95638955
8792        Mecuburi           39.02951  -14.26427  Maize    0.42376735
8793        Mecuburi           38.89972  -14.27329  Maize    0.25980129
8794        Mecuburi           38.97389  -14.27331  Maize    0.95958512
8795        Mecuburi           39.01097  -14.27331  Maize    0.21666822
8796        Mecuburi           39.27056  -14.27316  Maize    0.84956191
8797        Mecuburi           38.84409  -14.28230  Maize    0.11448869
8798        Mecuburi           38.98316  -14.28235  Maize    0.26755828
8799        Mecuburi           39.27985  -14.28219  Maize    0.36662702
8800        Mecuburi           39.30766  -14.28216  Maize    0.03120707
8801        Mecuburi           39.31693  -14.28214  Maize    0.80116660
8802        Mecuburi           38.92753  -14.29139  Maize    0.03459743
